Month,passengers
2474-04,59
2474-06,93
2474-07,206
2474-08,66
2474-09,107
2474-10,151
2474-11,144
2474-12,123
2475-01,146
2475-02,226
2475-03,50
2475-04,217
2475-05,60
2475-06,211
2475-07,105
2475-08,161
2475-09,160
2475-10,132
2475-11,126
2475-12,140
2476-01,88
2476-03,179
2476-04,98
2476-05,209
2476-06,190
2476-07,140
2476-08,60
2476-09,209
2476-10,229
2476-11,206
2476-12,221
2477-01,52
2477-02,115
2477-03,122
2477-04,136
2477-05,230
2477-06,226
2477-07,62
2477-08,194
2477-09,222
2477-10,160
2477-12,183
2478-01,106
2478-02,80
2478-03,232
2478-04,92
2478-05,209
2478-06,61
2478-07,169
2478-08,121
2478-09,54
2478-10,153
2478-11,82
2478-12,244
2479-01,248
2479-02,62
2479-03,207
2479-04,178
2479-05,212
2479-07,177
2479-08,243
2479-09,178
2479-10,240
2479-11,135
2479-12,195
2480-01,90
2480-02,110
2480-03,152
2480-04,157
2480-05,70
2480-06,53
2480-07,214
2480-08,173
2480-09,243
2480-10,75
2480-11,133
2480-12,123
2481-01,213
2481-02,57
2481-04,89
2481-05,131
2481-06,208
2481-07,237
2481-08,176
2481-09,159
2481-10,228
2481-11,132
2481-12,136
2482-01,209
2482-02,227
2482-03,133
2482-04,106
2482-05,169
2482-06,73
2482-07,185
2482-08,55
2482-09,112
2482-10,106
2482-11,179
2483-01,161
2483-02,144
2483-03,145
2483-04,120
2483-05,245
2483-06,235
2483-07,178
2483-08,202
2483-09,79
2483-10,53
2483-11,232
2483-12,204
2484-01,69
2484-02,103
2484-03,233
2484-04,187
2484-05,173
2484-06,54
2484-07,51
2484-08,74
2484-10,227
2484-11,232
2484-12,84
2485-01,170
2485-02,158
2485-03,162
2485-04,59
2485-05,177
2485-06,107
2485-07,186
2485-08,237
2485-09,179
2485-10,136
2485-11,221
2485-12,163
2486-01,104
2486-02,95
2486-03,152
2486-05,233
2486-06,219
2486-07,186
2486-08,176
2486-09,130
2486-10,199
2486-11,241
2486-12,152
2487-01,121
2487-02,230
2487-03,131
2487-04,149
2487-05,203
2487-06,218
2487-07,250
2487-08,198
2487-09,59
2487-10,139
2487-11,95
2487-12,85
2488-01,210
2488-03,199
2488-04,172
2488-05,127
2488-06,232
2488-07,59
2488-08,197
2488-09,92
2488-10,142
2488-11,111
2488-12,56
2489-01,249
2489-02,244
2489-03,73
2489-04,141
2489-05,231
2489-06,216
2489-07,146
2489-08,156
2489-09,200
2489-11,192
2489-12,156
2490-01,75
2490-02,114
2490-03,226
2490-04,155
2490-05,91
2490-06,168
2490-07,75
2490-08,110
2490-09,76
2490-10,96
2490-11,93
2490-12,211
2491-01,222
2491-02,246
2491-03,193
2491-04,218
2491-05,203
2491-07,208
2491-08,245
2491-09,87
2491-10,197
2491-11,230
2491-12,58
2492-01,107
2492-02,113
2492-03,139
2492-04,117
2492-05,100
2492-06,57
2492-07,198
2492-08,149
2492-09,129
2492-10,246
2492-11,216
2492-12,143
2493-01,55
2493-03,91
2493-04,115
2493-05,119
2493-06,207
2493-07,86
2493-08,167
2493-09,82
2493-10,192
2493-11,92
2493-12,107
2494-01,100
2494-02,132
2494-03,174
2494-04,204
2494-05,99
2494-06,117
2494-07,56
2494-08,153
2494-09,241
2494-10,195
2494-12,249
2495-01,141
2495-02,245
2495-03,223
2495-04,191
2495-05,180
2495-06,178
2495-07,215
2495-08,193
2495-09,236
2495-10,243
2495-11,206
2495-12,201
2496-01,113
2496-02,239
2496-03,198
2496-04,187
2496-05,189
2496-06,148
2496-07,95
2496-09,78
2496-10,80
2496-11,94
2496-12,120
2497-01,119
2497-02,249
2497-03,208
2497-04,223
2497-05,155
2497-06,119
2497-07,226
2497-08,225
2497-09,234
2497-10,216
2497-11,214
2497-12,189
2498-01,56
2498-02,206
2498-03,154
2498-05,100
2498-06,157
2498-07,137
2498-08,78
2498-09,120
2498-10,234
2498-11,155
2498-12,203
2499-01,197
2499-02,124
2499-03,219
2499-04,65
2499-05,214
2499-06,212
2499-07,231
2499-08,176
2499-09,76
2499-10,188
2499-11,229
2499-12,229
2500-02,156
2500-03,171
2500-04,123
2500-05,234
2500-06,164
2500-07,188
2500-08,242
2500-09,186
2500-10,145
2500-11,208
2500-12,96
2501-01,146
2501-02,78
2501-03,238
2501-04,114
2501-05,215
2501-06,100
2501-07,63
2501-08,179
2501-10,167
2501-11,78
2501-12,244
2502-01,211
2502-02,238
2502-03,196
2502-04,88
2502-05,145
2502-06,145
2502-07,146
2502-08,190
2502-09,83
2502-10,236
2502-11,194
2502-12,221
2503-01,235
2503-02,130
2503-03,243
2503-05,188
2503-06,198
2503-07,76
2503-08,69
2503-09,66
2503-10,166
2503-11,165
2503-12,220
2504-01,156
2504-02,205
2504-03,185
2504-04,58
2504-05,182
2504-06,56
2504-07,207
2504-08,51
2504-09,109
2504-10,148
2504-11,165
2504-12,201
2505-01,81
2505-03,173
2505-04,111
2505-05,123
2505-06,52
2505-07,145
2505-08,104
2505-09,89
2505-10,172
2505-11,223
2505-12,208
2506-01,73
2506-02,156
2506-03,179
2506-04,94
2506-05,186
2506-06,134
2506-07,237
2506-08,137
2506-09,174
2506-11,229
2506-12,108
2507-01,147
2507-02,182
2507-03,56
2507-04,56
2507-05,88
2507-06,170
2507-07,194
2507-08,222
2507-09,103
2507-10,105
2507-11,88
2507-12,100
2508-01,85
2508-02,83
2508-03,103
2508-04,127
2508-05,216
2508-07,248
2508-08,172
2508-09,242
2508-10,123
2508-11,199
2508-12,57
2509-01,144
2509-02,216
2509-03,150
2509-04,125
2509-05,213
2509-06,215
2509-07,190
2509-08,170
2509-09,76
2509-10,234
2509-11,175
2509-12,190
2510-01,177
2510-03,140
2510-04,202
2510-05,112
2510-06,182
2510-07,236
2510-08,149
2510-09,227
2510-10,121
2510-11,91
2510-12,249
2511-01,202
2511-02,191
2511-03,132
2511-04,248
2511-05,214
2511-06,189
2511-07,123
2511-08,71
2511-09,201
2511-10,224
2511-12,106
2512-01,71
2512-02,247
2512-03,219
2512-04,83
2512-05,100
2512-06,142
2512-07,208
2512-08,118
2512-09,118
2512-10,62
2512-11,56
2512-12,148
2513-01,236
2513-02,162
2513-03,99
2513-04,227
2513-05,172
2513-06,192
2513-07,165
2513-09,52
2513-10,64
2513-11,63
2513-12,96
2514-01,100
2514-02,243
2514-03,104
2514-04,221
2514-05,175
2514-06,245
2514-07,201
2514-08,203
2514-09,104
2514-10,228
2514-11,109
2514-12,161
2515-01,100
2515-02,161
2515-03,127
2515-05,208
2515-06,217
2515-07,137
2515-08,248
2515-09,244
2515-10,230
2515-11,159
2515-12,118
2516-01,106
2516-02,181
2516-03,218
2516-04,173
2516-05,124
2516-06,114
2516-07,91
2516-08,245
2516-09,54
2516-10,65
2516-11,144
2516-12,167
2517-01,130
2517-03,182
2517-04,155
2517-05,203
2517-06,77
2517-07,244
2517-08,62
2517-09,183
2517-10,182
2517-11,177
2517-12,148
2518-01,58
2518-02,108
2518-03,205
2518-04,81
2518-05,74
2518-06,114
2518-07,140
2518-08,224
2518-10,200
2518-11,121
2518-12,153
2519-01,77
2519-02,55
2519-03,211
2519-04,222
2519-05,136
2519-06,101
2519-07,143
2519-08,78
2519-09,181
2519-10,51
2519-11,178
2519-12,93
2520-01,175
2520-02,225
2520-03,130
2520-04,71
2520-05,188
2520-07,158
2520-08,171
2520-09,174
2520-10,77
2520-11,56
2520-12,210
2521-01,209
2521-02,197
2521-03,139
2521-04,240
2521-05,241
2521-06,91
2521-07,190
2521-08,176
2521-09,105
2521-10,158
2521-11,52
2521-12,250
2522-01,116
2522-03,225
2522-04,69
2522-05,179
2522-06,131
2522-07,170
2522-08,238
2522-09,219
2522-10,115
2522-11,240
2522-12,103
2523-01,229
2523-02,239
2523-03,213
2523-04,55
2523-05,231
2523-06,203
2523-07,71
2523-08,213
2523-09,102
2523-10,201
2523-12,136
2524-01,133
2524-02,122
2524-03,105
2524-04,236
2524-05,82
2524-06,145
2524-07,188
2524-08,120
2524-09,116
2524-10,125
2524-11,172
2524-12,247
2525-01,69
2525-02,80
2525-03,221
2525-04,175
2525-05,69
2525-06,230
2525-08,78
2525-09,55
2525-10,198
2525-11,59
2525-12,209
2526-01,241
2526-02,57
2526-03,229
2526-04,82
2526-05,134
2526-06,61
2526-07,140
2526-08,78
2526-09,97
2526-10,212
2526-11,231
2526-12,203
2527-01,141
2527-02,115
2527-04,62
2527-05,210
2527-06,165
2527-07,77
2527-08,52
2527-09,178
2527-10,109
2527-11,76
2527-12,203
2528-01,97
2528-02,142
2528-03,77
2528-04,208
2528-05,123
2528-06,187
2528-07,152
2528-08,195
2528-09,237
2528-10,240
2528-11,140
2528-12,245
2529-02,59
2529-03,112
2529-04,201
2529-05,135
2529-06,98
2529-07,84
2529-08,114
2529-09,71
2529-10,143
2529-11,136
2529-12,75
2530-01,91
2530-02,165
2530-03,65
2530-04,177
2530-05,120
2530-06,95
2530-07,198
2530-08,157
2530-10,111
2530-11,145
2530-12,77
2531-01,106
2531-02,246
2531-03,195
2531-04,95
2531-05,79
2531-06,250
2531-07,188
2531-08,187
2531-09,90
2531-10,154
2531-11,60
2531-12,183
2532-01,184
2532-02,88
2532-03,237
2532-04,139
2532-06,134
2532-07,112
2532-08,244
2532-09,209
2532-10,188
2532-11,236
2532-12,119
2533-01,210
2533-02,65
2533-03,109
2533-04,112
2533-05,225
2533-06,140
2533-07,152
2533-08,230
2533-09,153
2533-10,137
2533-11,87
2533-12,193
2534-01,110
2534-03,193
2534-04,206
2534-05,148
2534-06,236
2534-07,219
2534-08,69
2534-09,241
2534-10,249
2534-11,177
2534-12,209
2535-01,165
2535-02,205
2535-03,207
2535-04,123
2535-05,80
2535-06,138
2535-07,61
2535-08,141
2535-09,125
2535-11,193
2535-12,205
2536-01,132
2536-02,66
2536-03,55
2536-04,171
2536-05,180
2536-06,204
2536-07,53
2536-08,224
2536-09,200
2536-10,103
2536-11,118
2536-12,109
2537-01,193
2537-02,231
2537-03,232
2537-04,171
2537-05,193
2537-07,136
2537-08,234
2537-09,233
2537-10,142
2537-11,210
2537-12,194
2538-01,125
2538-02,66
2538-03,238
2538-04,135
2538-05,148
2538-06,227
2538-07,149
2538-08,102
2538-09,137
2538-10,233
2538-11,182
2538-12,66
2539-01,229
2539-03,236
2539-04,104
2539-05,155
2539-06,209
2539-07,218
2539-08,208
2539-09,233
2539-10,231
2539-11,239
2539-12,217
2540-01,249
2540-02,111
2540-03,98
2540-04,196
2540-05,173
2540-06,235
2540-07,178
2540-08,145
2540-09,164
2540-10,89
2540-11,200
2541-01,182
2541-02,236
2541-03,114
2541-04,229
2541-05,70
2541-06,195
2541-07,109
2541-08,115
2541-09,236
2541-10,190
2541-11,130
2541-12,245
2542-01,198
2542-02,219
2542-03,219
2542-04,92
2542-05,96
2542-06,102
2542-07,147
2542-09,243
2542-10,69
2542-11,213
2542-12,107
2543-01,220
2543-02,68
2543-03,73
2543-04,121
2543-05,248
2543-06,124
2543-07,178
2543-08,56
2543-09,206
2543-10,149
2543-11,169
2543-12,148
2544-01,155
2544-02,208
2544-03,182
2544-05,146
2544-06,189
2544-07,67
2544-08,238
2544-09,145
2544-10,212
2544-11,184
2544-12,88
2545-01,178
2545-02,155
2545-03,141
2545-04,80
2545-05,193
2545-06,237
2545-07,179
2545-08,57
2545-09,177
2545-10,140
2545-11,68
2545-12,86
2546-01,176
2546-03,210
2546-04,72
2546-05,198
2546-06,126
2546-07,123
2546-08,66
2546-09,130
2546-10,77
2546-11,67
2546-12,176
2547-01,71
2547-02,160
2547-03,181
2547-04,62
2547-05,201
2547-06,121
2547-07,161
2547-08,224
2547-10,71
2547-11,121
2547-12,63
2548-01,164
2548-02,205
2548-03,74
2548-04,54
2548-05,54
2548-06,89
2548-07,167
2548-08,212
2548-09,177
2548-10,84
2548-11,151
2548-12,186
2549-01,127
2549-02,215
2549-03,110
2549-04,181
2549-05,213
2549-07,61
2549-08,137
2549-09,215
2549-10,134
2549-11,170
2549-12,120
2550-01,71
2550-02,173
2550-03,95
2550-04,85
2550-05,148
2550-06,95
2550-07,214
2550-08,74
2550-09,219
2550-10,70
2550-11,116
2550-12,123
2551-01,68
2551-03,175
2551-04,202
2551-05,232
2551-06,220
2551-07,114
2551-08,245
2551-09,181
2551-10,75
2551-11,107
2551-12,125
2552-01,68
2552-02,102
2552-03,132
2552-04,56
2552-05,188
2552-06,207
2552-07,86
2552-08,202
2552-09,218
2552-10,153
2552-12,134
2553-01,191
2553-02,55
2553-03,202
2553-04,122
2553-05,146
2553-06,161
2553-07,65
2553-08,171
2553-09,53
2553-10,178
2553-11,250
2553-12,216
2554-01,156
2554-02,186
2554-03,127
2554-04,212
2554-05,231
2554-06,50
2554-08,147
2554-09,244
2554-10,183
2554-11,99
2554-12,232
2555-01,53
2555-02,144
2555-03,65
2555-04,240
2555-05,230
2555-06,158
2555-07,177
2555-08,212
2555-09,69
2555-10,173
2555-11,83
2555-12,182
2556-01,99
2556-02,108
2556-03,91
2556-05,160
2556-06,101
2556-07,184
2556-08,99
2556-09,66
2556-10,124
2556-11,134
2556-12,221
2557-01,175
2557-02,65
2557-03,91
2557-04,100
2557-05,214
2557-06,87
2557-07,103
2557-08,153
2557-09,85
2557-10,80
2557-11,90
2557-12,188
2558-02,96
2558-03,115
2558-04,100
2558-05,160
2558-06,128
2558-07,55
2558-08,97
2558-09,169
2558-10,58
2558-11,56
2558-12,135
2559-01,125
2559-02,217
2559-03,73
2559-04,172
2559-05,212
2559-06,88
2559-07,107
2559-08,129
2559-10,245
2559-11,200
2559-12,249
2560-01,105
2560-02,231
2560-03,81
2560-04,106
2560-05,187
2560-06,211
2560-07,81
2560-08,167
2560-09,98
2560-10,171
2560-11,243
2560-12,202
2561-01,173
2561-02,61
2561-03,81
2561-04,144
2561-06,111
2561-07,101
2561-08,155
2561-09,81
2561-10,180
2561-11,62
2561-12,215
2562-01,150
2562-02,154
2562-03,158
2562-04,95
2562-05,233
2562-06,234
2562-07,160
2562-08,68
2562-09,78
2562-10,105
2562-11,169
2562-12,192
2563-01,153
2563-03,87
2563-04,183
2563-05,228
2563-06,190
2563-07,249
2563-08,174
2563-09,92
2563-10,121
2563-11,193
2563-12,151
2564-01,53
2564-02,83
2564-03,119
2564-04,165
2564-05,235
2564-06,156
2564-07,50
2564-08,124
2564-09,125
2564-10,60
2564-12,64
2565-01,63
2565-02,157
2565-03,103
2565-04,182
2565-05,220
2565-06,166
2565-07,241
2565-08,179
2565-09,207
2565-10,161
2565-11,53
2565-12,199
2566-01,240
2566-02,226
2566-03,192
2566-04,87
2566-05,244
2566-07,250
2566-08,138
2566-09,242
2566-10,101
2566-11,214
2566-12,222
2567-01,212
2567-02,120
2567-03,241
2567-04,64
2567-05,158
2567-06,226
2567-07,159
2567-08,110
2567-09,89
2567-10,173
2567-11,197
2567-12,54
2568-01,73
2568-02,139
2568-04,191
2568-05,88
2568-06,80
2568-07,199
2568-08,68
2568-09,74
2568-10,87
2568-11,243
2568-12,178
2569-01,154
2569-02,157
2569-03,194
2569-04,186
2569-05,67
2569-06,149
2569-07,163
2569-08,75
2569-09,200
2569-10,90
2569-11,178
2570-01,187
2570-02,194
2570-03,216
2570-04,184
2570-05,249
2570-06,112
2570-07,93
2570-08,126
2570-09,83
2570-10,57
2570-11,110
2570-12,98
2571-01,102
2571-02,102
2571-03,90
2571-04,243
2571-05,144
2571-06,83
2571-07,190
2571-09,93
2571-10,126
2571-11,228
2571-12,101
2572-01,169
2572-02,74
2572-03,100
2572-04,168
2572-05,82
2572-06,215
2572-07,106
2572-08,83
2572-09,118
2572-10,237
2572-11,182
2572-12,231
2573-01,205
2573-02,240
2573-03,179
2573-05,189
2573-06,140
2573-07,192
2573-08,187
2573-09,240
2573-10,126
2573-11,90
2573-12,130
2574-01,50
2574-02,108
2574-03,237
2574-04,120
2574-05,66
2574-06,95
2574-07,143
2574-08,246
2574-09,55
2574-10,125
2574-11,89
2574-12,177
2575-01,59
2575-03,216
2575-04,176
2575-05,215
2575-06,156
2575-07,200
2575-08,218
2575-09,53
2575-10,144
2575-11,245
2575-12,150
2576-01,198
2576-02,239
2576-03,179
2576-04,182
2576-05,212
2576-06,189
2576-07,190
2576-08,62
2576-09,186
2576-11,65
2576-12,94
2577-01,235
2577-02,142
2577-03,199
2577-04,243
2577-05,222
2577-06,109
2577-07,212
2577-08,86
2577-09,124
2577-10,146
2577-11,159
2577-12,85
2578-01,147
2578-02,160
2578-03,205
2578-04,168
2578-05,246
2578-07,165
2578-08,204
2578-09,139
2578-10,154
2578-11,204
2578-12,133
2579-01,93
2579-02,124
2579-03,212
2579-04,140
2579-05,178
2579-06,129
2579-07,114
2579-08,172
2579-09,77
2579-10,158
2579-11,186
2579-12,238
2580-01,248
2580-03,159
2580-04,152
2580-05,110
2580-06,94
2580-07,107
2580-08,81
2580-09,61
2580-10,165
2580-11,185
2580-12,90
2581-01,230
2581-02,211
2581-03,214
2581-04,119
2581-05,236
2581-06,135
2581-07,107
2581-08,212
2581-09,192
2581-10,116
2581-12,64
2582-01,99
2582-02,50
2582-03,90
2582-04,108
2582-05,210
2582-06,238
2582-07,54
2582-08,136
2582-09,191
2582-10,160
2582-11,202
2582-12,81
2583-01,247
2583-02,95
2583-03,108
2583-04,151
2583-05,232
2583-06,124
2583-08,244
2583-09,83
2583-10,58
2583-11,72
2583-12,135
2584-01,166
2584-02,109
2584-03,198
2584-04,106
2584-05,209
2584-06,139
2584-07,89
2584-08,208
2584-09,244
2584-10,162
2584-11,146
2584-12,166
2585-01,116
2585-02,92
2585-03,107
2585-05,147
2585-06,157
2585-07,220
2585-08,149
2585-09,240
2585-10,179
2585-11,85
2585-12,73
2586-01,69
2586-02,237
2586-03,55
2586-04,196
2586-05,241
2586-06,79
2586-07,232
2586-08,127
2586-09,222
2586-10,116
2586-11,53
2586-12,57
2587-02,244
2587-03,164
2587-04,180
2587-05,188
2587-06,180
2587-07,99
2587-08,207
2587-09,85
2587-10,145
2587-11,132
2587-12,125
2588-01,246
2588-02,97
2588-03,120
2588-04,70
2588-05,136
2588-06,82
2588-07,84
2588-08,144
2588-10,173
2588-11,190
2588-12,66
2589-01,155
2589-02,231
2589-03,131
2589-04,58
2589-05,243
2589-06,95
2589-07,250
2589-08,187
2589-09,147
2589-10,167
2589-11,57
2589-12,76
2590-01,76
2590-02,133
2590-03,239
2590-04,235
2590-06,200
2590-07,121
2590-08,124
2590-09,168
2590-10,162
2590-11,207
2590-12,221
2591-01,84
2591-02,216
2591-03,197
2591-04,67
2591-05,132
2591-06,65
2591-07,236
2591-08,78
2591-09,62
2591-10,92
2591-11,118
2591-12,137
2592-01,70
2592-03,58
2592-04,118
2592-05,130
2592-06,163
2592-07,85
2592-08,182
2592-09,62
2592-10,147
2592-11,69
2592-12,220
2593-01,156
2593-02,120
2593-03,128
2593-04,108
2593-05,159
2593-06,229
2593-07,171
2593-08,50
2593-09,222
2593-10,216
2593-12,135
2594-01,150
2594-02,105
2594-03,56
2594-04,215
2594-05,229
2594-06,190
2594-07,185
2594-08,133
2594-09,161
2594-10,193
2594-11,70
2594-12,53
2595-01,88
2595-02,230
2595-03,54
2595-04,116
2595-05,159
2595-07,198
2595-08,113
2595-09,60
2595-10,80
2595-11,128
2595-12,132
2596-01,203
2596-02,81
2596-03,109
2596-04,179
2596-05,164
2596-06,210
2596-07,58
2596-08,168
2596-09,218
2596-10,170
2596-11,235
2596-12,85
2597-01,123
2597-02,135
2597-04,63
2597-05,115
2597-06,65
2597-07,74
2597-08,83
2597-09,133
2597-10,206
2597-11,248
2597-12,132
2598-01,136
2598-02,240
2598-03,246
2598-04,237
2598-05,248
2598-06,74
2598-07,141
2598-08,114
2598-09,154
2598-10,64
2598-11,179
2599-01,237
2599-02,60
2599-03,64
2599-04,236
2599-05,62
2599-06,119
2599-07,52
2599-08,238
2599-09,145
2599-10,233
2599-11,108
2599-12,230
2600-01,195
2600-02,113
2600-03,81
2600-04,68
2600-05,118
2600-06,111
2600-07,153
2600-09,57
2600-10,96
2600-11,128
2600-12,193
2601-01,244
2601-02,107
2601-03,176
2601-04,108
2601-05,78
2601-06,228
2601-07,239
2601-08,226
2601-09,115
2601-10,194
2601-11,199
2601-12,62
2602-01,115
2602-02,237
2602-03,79
2602-05,118
2602-06,184
2602-07,167
2602-08,188
2602-09,199
2602-10,83
2602-11,199
2602-12,205
2603-01,179
2603-02,91
2603-03,94
2603-04,184
2603-05,195
2603-06,121
2603-07,59
2603-08,66
2603-09,237
2603-10,146
2603-11,189
2603-12,250
2604-02,150
2604-03,159
2604-04,183
2604-05,132
2604-06,152
2604-07,153
2604-08,190
2604-09,182
2604-10,153
2604-11,166
2604-12,131
2605-01,207
2605-02,135
2605-03,149
2605-04,96
2605-05,141
2605-06,77
2605-07,97
2605-08,205
2605-10,189
2605-11,171
2605-12,204
2606-01,110
2606-02,190
2606-03,187
2606-04,167
2606-05,86
2606-06,231
2606-07,160
2606-08,67
2606-09,147
2606-10,169
2606-11,180
2606-12,239
2607-01,185
2607-02,119
2607-03,183
2607-04,215
2607-06,82
2607-07,130
2607-08,156
2607-09,147
2607-10,158
2607-11,173
2607-12,134
2608-01,65
2608-02,135
2608-03,210
2608-04,121
2608-05,201
2608-06,174
2608-07,136
2608-08,166
2608-09,230
2608-10,50
2608-11,145
2608-12,169
2609-01,228
2609-03,217
2609-04,77
2609-05,211
2609-06,240
2609-07,156
2609-08,169
2609-09,201
2609-10,221
2609-11,132
2609-12,163
2610-01,139
2610-02,220
2610-03,168
2610-04,219
2610-05,95
2610-06,214
2610-07,174
2610-08,143
2610-09,164
2610-10,247
2610-12,163
2611-01,208
2611-02,53
2611-03,59
2611-04,197
2611-05,156
2611-06,134
2611-07,97
2611-08,160
2611-09,100
2611-10,64
2611-11,95
2611-12,189
2612-01,132
2612-02,212
2612-03,232
2612-04,61
2612-05,85
2612-06,50
2612-08,95
2612-09,187
2612-10,249
2612-11,89
2612-12,127
2613-01,134
2613-02,180
2613-03,198
2613-04,148
2613-05,207
2613-06,187
2613-07,205
2613-08,56
2613-09,53
2613-10,100
2613-11,139
2613-12,143
2614-01,58
2614-02,235
2614-04,94
2614-05,141
2614-06,157
2614-07,189
2614-08,103
2614-09,66
2614-10,58
2614-11,172
2614-12,160
2615-01,143
2615-02,190
2615-03,185
2615-04,126
2615-05,168
2615-06,144
2615-07,137
2615-08,215
2615-09,192
2615-10,127
2615-11,163
2616-01,110
2616-02,195
2616-03,79
2616-04,234
2616-05,137
2616-06,223
2616-07,227
2616-08,224
2616-09,161
2616-10,190
2616-11,109
2616-12,179
2617-01,71
2617-02,241
2617-03,120
2617-04,57
2617-05,130
2617-06,83
2617-07,229
2617-08,206
2617-10,184
2617-11,129
2617-12,100
2618-01,91
2618-02,98
2618-03,149
2618-04,123
2618-05,240
2618-06,155
2618-07,89
2618-08,198
2618-09,235
2618-10,119
2618-11,111
2618-12,226
2619-01,145
2619-02,126
2619-03,67
2619-05,60
2619-06,224
2619-07,138
2619-08,172
2619-09,157
2619-10,129
2619-11,131
2619-12,58
2620-01,119
2620-02,210
2620-03,232
2620-04,157
2620-05,236
2620-06,99
2620-07,51
2620-08,164
2620-09,55
2620-10,137
2620-11,137
2620-12,168
2621-01,131
2621-03,194
2621-04,159
2621-05,70
2621-06,98
2621-07,88
2621-08,91
2621-09,198
2621-10,230
2621-11,141
2621-12,174
2622-01,107
2622-02,193
2622-03,247
2622-04,73
2622-05,120
2622-06,226
2622-07,54
2622-08,195
2622-09,105
2622-11,70
2622-12,123
2623-01,225
2623-02,193
2623-03,74
2623-04,211
2623-05,178
2623-06,201
2623-07,202
2623-08,55
2623-09,118
2623-10,130
2623-11,91
2623-12,58
2624-01,188
2624-02,213
2624-03,201
2624-04,233
2624-05,205
2624-07,124
2624-08,96
2624-09,183
2624-10,236
2624-11,58
2624-12,128
2625-01,218
2625-02,80
2625-03,239
2625-04,170
2625-05,156
2625-06,116
2625-07,198
2625-08,84
2625-09,94
2625-10,235
2625-11,59
2625-12,70
2626-01,130
2626-03,127
2626-04,210
2626-05,76
2626-06,147
2626-07,237
2626-08,150
2626-09,234
2626-10,105
2626-11,74
2626-12,168
2627-01,107
2627-02,111
2627-03,204
2627-04,245
2627-05,155
2627-06,154
2627-07,199
2627-08,63
2627-09,197
2627-10,78
2627-12,82
2628-01,92
2628-02,103
2628-03,244
2628-04,210
2628-05,120
2628-06,86
2628-07,202
2628-08,161
2628-09,176
2628-10,183
2628-11,168
2628-12,214
2629-01,66
2629-02,171
2629-03,166
2629-04,114
2629-05,190
2629-06,243
2629-07,136
2629-09,187
2629-10,101
2629-11,99
2629-12,166
2630-01,61
2630-02,58
2630-03,200
2630-04,220
2630-05,164
2630-06,75
2630-07,129
2630-08,97
2630-09,164
2630-10,158
2630-11,93
2630-12,89
2631-01,62
2631-02,204
2631-03,140
2631-05,201
2631-06,132
2631-07,167
2631-08,238
2631-09,107
2631-10,188
2631-11,162
2631-12,199
2632-01,64
2632-02,205
2632-03,65
2632-04,230
2632-05,152
2632-06,195
2632-07,179
2632-08,89
2632-09,248
2632-10,67
2632-11,112
2632-12,210
2633-01,114
2633-03,71
2633-04,244
2633-05,212
2633-06,216
2633-07,98
2633-08,144
2633-09,142
2633-10,232
2633-11,67
2633-12,149
2634-01,157
2634-02,176
2634-03,193
2634-04,190
2634-05,197
2634-06,192
2634-07,165
2634-08,74
2634-10,199
2634-11,234
2634-12,85
2635-01,63
2635-02,207
2635-03,217
2635-04,230
2635-05,103
2635-06,189
2635-07,231
2635-08,125
2635-09,105
2635-10,53
2635-11,147
2635-12,127
2636-01,174
2636-02,121
2636-03,135
2636-04,197
2636-05,62
2636-07,110
2636-08,216
2636-09,163
2636-10,139
2636-11,83
2636-12,89
2637-01,92
2637-02,181
2637-03,113
2637-04,142
2637-05,191
2637-06,77
2637-07,131
2637-08,222
2637-09,102
2637-10,69
2637-11,165
2637-12,146
2638-01,173
2638-03,56
2638-04,169
2638-05,248
2638-06,208
2638-07,239
2638-08,205
2638-09,164
2638-10,125
2638-11,170
2638-12,109
2639-01,133
2639-02,127
2639-03,79
2639-04,197
2639-05,222
2639-06,161
2639-07,186
2639-08,82
2639-09,71
2639-10,136
2639-12,169
2640-01,100
2640-02,243
2640-03,54
2640-04,201
2640-05,170
2640-06,101
2640-07,186
2640-08,146
2640-09,162
2640-10,78
2640-11,78
2640-12,239
2641-01,162
2641-02,159
2641-03,214
2641-04,92
2641-05,78
2641-06,192
2641-08,243
2641-09,85
2641-10,143
2641-11,190
2641-12,169
2642-01,142
2642-02,197
2642-03,185
2642-04,203
2642-05,173
2642-06,227
2642-07,58
2642-08,129
2642-09,58
2642-10,98
2642-11,117
2642-12,222
2643-01,188
2643-02,155
2643-04,80
2643-05,96
2643-06,152
2643-07,207
2643-08,136
2643-09,235
2643-10,222
2643-11,212
2643-12,220
2644-01,92
2644-02,177
2644-03,211
2644-04,168
2644-05,231
2644-06,248
2644-07,237
2644-08,118
2644-09,120
2644-10,52
2644-11,199
2644-12,220
2645-02,91
2645-03,176
2645-04,76
2645-05,55
2645-06,91
2645-07,102
2645-08,224
2645-09,53
2645-10,68
2645-11,194
2645-12,121
2646-01,102
2646-02,212
2646-03,145
2646-04,127
2646-05,86
2646-06,76
2646-07,53
2646-08,158
2646-10,138
2646-11,51
2646-12,233
2647-01,64
2647-02,249
2647-03,168
2647-04,82
2647-05,187
2647-06,161
2647-07,231
2647-08,82
2647-09,214
2647-10,182
2647-11,155
2647-12,204
2648-01,141
2648-02,111
2648-03,137
2648-04,65
2648-06,247
2648-07,249
2648-08,222
2648-09,244
2648-10,125
2648-11,185
2648-12,242
2649-01,83
2649-02,220
2649-03,94
2649-04,119
2649-05,89
